sentence,label
Beautiful location for a hotel. Love the fire pits on the hotel grounds that overlook the ocean. The hotel sits on above a beautiful big sandy beach that is great for family and yet still manages to be romantic.,1
Bad: The restaurant was closed for a refurb and as a result we had to eat our breakfast in the lobby on our knees. We had tiny plastic plates and plastic cutlery and a poor food choice . I was not informed by booking.com that this was the case . It was not the service we wanted for 675 dollars for 2 nights!!. Good: The room was good,0
Bad: Parking was horrible. I mean 182 for a room that wasn't all that and then pay 35 just to park. Parking should've came with the 182. Good: Breakfast in the am,1
"We had a very nice stay at Comfort Inn in Fort Morgan - everything was great employees were pleasant and accommodating, room was updated, pool/spa temperatures were perfect and the free breakfast offered hot choices.",1
"A winning team starts with good management and coaching. When the person in charge displays a good work ethic and positive attitude, the rest of the team will follow that example. The team at Springhill has that leadership and it permeated through the entire stay. During the busy days at breakfast, the GM could be seen bussing tables and refilling... More",1
Bad: The lobby is not adequate. You have both Check in and ways out at the same place. Good: Very good value for money and location,1
"So-so, it was ok. Location is not the best, nothing arround.",1
"This was a nice hotel. The building is old and has been there for a while, but the room was clean and the furnishings were nice. The staff was very friendly and helpful. I would stay here again.",1
Up to HGI standards. Expensive bar drinks but comfortable and close to I10. Quality breakfast (free to Diamond members) Exceptionally helpful and friendly staff throughout. Great accommodations for the price and close enough to FSU campus.,1
"We needed a place to stay close to the venues for a basketball tournament, and wanted a Hilton property. Other than wishing breakfast was complimentary, we had no complaints and were very pleased with our stay. The neighborhood alone is worth the decision to stay at this hotel,",1
"This hotel had great staff. They promptly got us checked in, helped us with information on Napa Valley wineries. The room and bathroom were exceptionally clean. Bed was very comfortable. Free internet met our needs. Hotel breakfast was vouchers for the Denny's on hotel property. That was nice to have a full breakfast. Property was clean. Our room was quiet (202) with minimal noise from hallway or street. We were able to get good nights rests. Love the microwave and empty frig in the room. Room rate was high due to us being there during an event that this hotel was associated with. So the limited supply and high demand rates were in effect.Katrina,We are glad you enjoyed your stay and it is always good to hear that my staff gave exceptional service. Hope to see you again on your next visit to Napa.",1
