label,sentence
1,"I love the size of the kindle. It is great to be able to put it in my purse. Also, main reason is I need to read outside sometimes and need to use sunglasses. The white paper make is real easy to read."
1,Bought this for my mother who is not so savvy with tablets but this one made it easy for her to use.
1,After several attempts to get help from Roku with no resolution I gave up and bought an Amazon Fire TV. This is by far the easiest to use. Love it!!!
1,it works that what counts
1,Love my Amazon Echo! Does all sorts of really cool things.
1,"The Fire tablet does everything I need it to do. Bought this as a gift for my 10 year old and he couldn't be happier. He can download all his games and apps, I like the parental controls on it."
1,I read a lot...enjoy this product while reading before bedtime.
1,Tablet good for kids and some adults. Price and screen resolution were also a selling point.
1,I really didnt expect how its going to work.but its very good.gifted to my friend
1,My wife loves the Echo. She listens to her music everyday.
1,i liked mine so much i bought another this one for my granddaughter
1,Its fast when you request artist songs and albums and weather
0,"For it's price point, this is a great little tablet. As long as your not looking for something to do everything, you'll be happy. This was given as a gift and the recipient was very happy with it."
1,"Really the best cheap tablet out there.It's equally great for those inclined to hack it and make it even more useful, and anyone who want a simple tablet. Works best if you have Amazon Prime."
1,"I was looking for a Bluetooth speaker and this was perfect. I think in order to get the full benefits its best to be a prime member so you can link your account and use prime music but also be able to utilize the tools like shopping list, checking past orders, etc. the only downside is it's not wireless. I know Amazon has made one that is wireless but I like the design of the echo."
1,This is a great starter tablet for kids and adults alike. It's always at a great price and works beautifully.
0,"Readers are going to like this tablet that includes the kindle feature, it has basic tools like camera(not very good), calculator, calendar, and the amazon appstore. I didnt like that it doesnt include the google appstore, cause the amazon appstore doesnt have some of the apps I use the most on my cellphone. It is good for the price anyways..."
1,"This is the best thing I have ever bought, has amazing sound better than my Bose, she gives answers to your questions is fun to have takes very little space Love it"
1,"I have this paired with my Samsung Smart Things, WEMO devices, Smart Light Bulbs (LIFX and Sengled). She is pretty witty and very fun to mess around with and understands you even with music or TV on at loud volumes. I love the features and can't wait for more compatible devices to come out."
1,This is really a neat innovative tool. Would order
1,"It's great, but not too much memory. Bonus I was told that I could add a memory stick. Haven't done it yet, but like the possibility."
1,This device is so cool. I must buy for all gadget guys.
1,"Great e-reader, long battery life. Was hesitant to make the change from actual books to an e-reader but I have no regrets!"
